exemption_,company_na,address,approval_d,amount,join_permi,join_appli,join_lon,join_lat,distance
2627,"Entergy Louisiana, LLC - Waterford 3","17265 River Road, Killona, LA",2013/04/23,1174160.88999999990,2270,Chevron Midstream Pipelines LLC,-90.462221670000005,29.994721670000001,1084.282239636206896
2628,EAM Nelson Holding LLC,"3500 Houston River Rd, Westlake, LA",2013/04/23,144588.25000000000,280,Entergy Louisiana LLC,-93.289599999999993,30.267378000000001,3206.861136336558502
2635,"Entergy Texas, Inc. - Nelson","3500 Houston River Road, Westlake, LA",2013/04/23,394633.03000000003,280,Entergy Louisiana LLC,-93.289599999999993,30.267378000000001,3206.861136336558502
2637,"Entergy Louisiana, LLC - Calcasieu","1519 Davison Road, Sulphur, LA",2013/06/25,373929.63000000000,904,"Phillips 66 Pipeline, L.L.C.",-93.335437999999996,30.150431000000001,4306.375357823333616
2638,"Entergy Louisiana, LLC - Nelson","3500 Houston River Road, Westlake, LA",2013/06/25,1332825.37999999989,280,Entergy Louisiana LLC,-93.289599999999993,30.267378000000001,3206.861136336558502
2643,"PBF Holding Company, LLC","500 W. St. Bernard Hwy, Chalmette, LA",2013/06/25,9713612.33999999985,805,St. Bernard Parish Director of Public Works,-89.959444439999999,29.928333330000001,4953.254903050210487
2648,Exxon Mobil Corporation (Lubes),"2239 Hwy 1 North, Port Allen, LA",2013/08/27,54968.60000000000,258,PLACID REFINING COMPANY,-91.199900000000000,30.474699999999999,4213.611467123480907
2652,Diamond B Construction Company,"14210 East Russel Road, Roseland, LA",2012/09/24,38917.16000000000,1041,Diamond B Construction LLC Inc,-90.493809999999996,30.765560000000001,4827.034868791840381
2657,K&B Machine Works LLC,"2186 Grand Caillou Road, Houma, LA",2013/06/25,286485.62000000000,1980,Terrebonne Port Commission,-90.690888889999997,29.556666669999998,4067.630158501291589
2658,"K&B Machine Works, LLC","208 Rebecca Pond Rd, Schriever, LA",2013/06/25,130815.87000000000,757,Entergy Lousiana Inc.,-90.805000000000007,29.688333329999999,3981.082606294725792
2659,"Superior Steel, LLC","100 Hatchell Lane, Denham Springs, LA",2013/04/23,254029.20999999999,1510,Lonesome Development,-90.932452999999995,30.478330000000000,4123.826972654941528
2660,"Superior Steel, LLC","100 Hatchell Lane, Denham Springs, LA",2017/08/23,254029.20999999999,1510,Lonesome Development,-90.932452999999995,30.478330000000000,4123.826972654941528
2666,Albemarle Corporation,"Gulf States Road, Baton Rouge, LA",2013/08/27,2901204.41000000015,1473,"WATER CAMPUS, L.L.C.",-91.191079000000002,30.435404999999999,3160.550494612301918
2668,"Air Products and Chemicals, Inc.","Airline Highway, Norco, LA",2014/08/26,36657221.78999999911,139,"Maurepas Pipeline, LLC",-90.400188889999995,30.010855560000000,412.823817440817152
2669,Alliance Laser Inc,"220 Strawberry St, Slidell, LA",2012/02/28,10413.52000000000,1620,Textron Marine & Land Systems,-89.780169999999998,30.300280000000001,3303.950491433444768
2670,"MCC Chemical Services, LLC","Encore Development Site, Lot 3 and 4, Pride Drive, Hammond, LA",2013/10/22,661990.40000000002,894,Half Track LCC,-90.443100000000001,30.503499999999999,4843.502120098130945
2676,"Mosaic Fertilizer, LLC","7250 Highway 44, Uncle Sam, LA",2012/02/28,371627.60999999999,1870,ACL Transportation Services,-90.769930000000002,30.009950000000000,3523.504667995190630
2677,"Mosaic Fertilizer, LLC","7250 Highway 44, Uncle Sam, LA",2017/04/26,371627.60999999999,1870,ACL Transportation Services,-90.769930000000002,30.009950000000000,3523.504667995190630
2678,"Mosaic Fertilizer, LLC","7250 Highway 44, Uncle Sam, LA",2012/02/28,302448.64000000001,1870,ACL Transportation Services,-90.769930000000002,30.009950000000000,3523.504667995190630
2679,"Mosaic Fertilizer, LLC","7250 Highway 44, Uncle Sam, LA",2017/04/26,302448.64000000001,1870,ACL Transportation Services,-90.769930000000002,30.009950000000000,3523.504667995190630
2680,"Mosaic Fertilizer, LLC","7250 Highway 44, Uncle Sam, LA",2012/02/28,332782.63000000000,1870,ACL Transportation Services,-90.769930000000002,30.009950000000000,3523.504667995190630
2681,"Mosaic Fertilizer, LLC","7250 Highway 44, Uncle Sam, LA",2017/04/26,332782.63000000000,1870,ACL Transportation Services,-90.769930000000002,30.009950000000000,3523.504667995190630
2682,"Mosaic Fertilizer, LLC","7250 Highway 44, Uncle Sam, LA",2012/02/28,417839.71999999997,1870,ACL Transportation Services,-90.769930000000002,30.009950000000000,3523.504667995190630
2683,"Mosaic Fertilizer, LLC","7250 Highway 44, Uncle Sam, LA",2017/04/26,417839.71999999997,1870,ACL Transportation Services,-90.769930000000002,30.009950000000000,3523.504667995190630
2685,Flopam Inc,"26790 La. Highway 405, Plaquemine, LA",2015/06/23,5690835.54000000004,1001,"LBC Baton Rouge, LLC",-91.155368999999993,30.282921999999999,4781.192925556791124
2686,Flopam Inc,"26790 La. Highway 405, Plaquemine, LA",2016/06/24,3706397.75999999978,1001,"LBC Baton Rouge, LLC",-91.155368999999993,30.282921999999999,4781.192925556791124
2687,Union Carbide Corporation,"Highway 18, River Rd, Taft, LA",2014/08/26,2163325.45000000019,1621,"JOHN W. STONE OIL DISTRIBUTOR, LLC",-90.729838889999996,30.015786110000001,2808.900238334797450
2688,Union Carbide Corporation,"Highway 18, River Rd, Taft, LA",2016/06/24,2163325.45000000019,1621,"JOHN W. STONE OIL DISTRIBUTOR, LLC",-90.729838889999996,30.015786110000001,2808.900238334797450
2689,Dow Chemical Company,"21255 LA Highway 1, South, Plaquemine, LA",2013/02/26,472077.12000000000,608,The Dow Chemical Co.,-91.248768999999996,30.331040000000002,3546.024664419093369
2696,"Shintech Louisiana, LLC","9750 LA Highway 1 South, Addis, LA",2014/08/26,43909.19000000000,608,The Dow Chemical Co.,-91.248768999999996,30.331040000000002,2317.351499082209102
2698,"Mosaic Fertilizer, LLC","9959 Highway 18, St. James, LA",2012/02/28,417631.84999999998,2287,"Americas Styrenics, LLC",-90.911388610000003,30.085556000000000,930.441497585746106
2699,"Mosaic Fertilizer, LLC","9959 Highway 18, St. James, LA",2017/04/26,417631.84999999998,2287,"Americas Styrenics, LLC",-90.911388610000003,30.085556000000000,930.441497585746106
2700,"Mosaic Fertilizer, LLC","9959 Highway 18, St. James, LA",2012/02/28,146243.34000000000,2287,"Americas Styrenics, LLC",-90.911388610000003,30.085556000000000,930.441497585746106
2701,"Mosaic Fertilizer, LLC","9959 Highway 18, St. James, LA",2017/04/26,146243.34000000000,2287,"Americas Styrenics, LLC",-90.911388610000003,30.085556000000000,930.441497585746106
2702,"Mosaic Fertilizer, LLC","9959 Highway 18, St. James, LA",2012/02/28,284801.69000000000,2287,"Americas Styrenics, LLC",-90.911388610000003,30.085556000000000,930.441497585746106
2703,"Mosaic Fertilizer, LLC","9959 Highway 18, St. James, LA",2017/04/26,284801.69000000000,2287,"Americas Styrenics, LLC",-90.911388610000003,30.085556000000000,930.441497585746106
2709,Reynolds Metals Company,"3943 Granger Road, Lake Charles, LA",2014/08/26,2530944.50000000000,1467,Lake Charles LNG Company,-93.289000000000001,30.120999999999999,1578.476988472126095
2710,Ingevity South Carolina LLC,"400 Crosby Road, DeRidder, LA",2012/04/24,660059.66000000003,382,Ingevity,-93.289370000000005,30.827449000000001,3425.003975681363045
2711,Ingevity South Carolina LLC,"400 Crosby Road, DeRidder, LA",2016/10/28,660059.66000000003,382,Ingevity,-93.289370000000005,30.827449000000001,3425.003975681363045
2714,New NGC Inc.,"10 Louisiana St., Westwego, LA",2012/04/24,13185.82000000000,1449,Diamond B Construction Company,-90.143919999999994,29.923020000000001,2571.046247688324002
2723,Begneaud Manufacturing Inc,"306 East Amedee Drive, Scott, LA",2012/04/24,25909.28000000000,25,Lafayette Consolidated Government,-92.058769999999996,30.232530000000001,2913.142831669799307
2726,"Louisiana Pigment Company, LP","3300 Bayou D'Inde Road, Westlake, LA",2012/04/24,805189.68000000005,1688,"Louisiana Pigment Company, L.P.",-93.311493999999996,30.190477000000001,2823.180787927354231
2727,"Louisiana Pigment Company, LP","3300 Bayou D'Inde Road, Westlake, LA",2017/08/23,805189.68000000005,1688,"Louisiana Pigment Company, L.P.",-93.311493999999996,30.190477000000001,2823.180787927354231
2728,"Louisiana Pigment Company, LP","3300 Bayou D'Inde Road, Westlake, LA",2012/04/24,502772.06000000000,1688,"Louisiana Pigment Company, L.P.",-93.311493999999996,30.190477000000001,2823.180787927354231
2729,"Louisiana Pigment Company, LP","3300 Bayou D'Inde Road, Westlake, LA",2017/08/23,502772.06000000000,1688,"Louisiana Pigment Company, L.P.",-93.311493999999996,30.190477000000001,2823.180787927354231
2730,Cos-Mar Company,"6325 Highway 75 River Road, Carville, LA",2012/04/24,215239.07000000001,1419,"Total Petrochemicals and Refining USA, Inc.",-91.070277779999998,30.216474999999999,1110.843685964975975
2731,W. R. Grace & Co.- Conn.  dba Grace Davison,"1800 Davison Road, Sulphur, LA",2012/04/24,843547.47999999998,1198,"Phillips 66 Pipeline, LLC",-93.329700000000003,30.156800000000000,2390.037404591248105
2732,W. R. Grace & Co.- Conn.  dba Grace Davison,"1800 Davison Road, Sulphur, LA",2016/10/28,843547.47999999998,1198,"Phillips 66 Pipeline, LLC",-93.329700000000003,30.156800000000000,2390.037404591248105
2733,W. R. Grace & Co.- Conn.  dba Grace Davison,"1800 Davison Road, Sulphur, LA",2012/04/24,426125.52000000002,1198,"Phillips 66 Pipeline, LLC",-93.329700000000003,30.156800000000000,2390.037404591248105
2734,W. R. Grace & Co.- Conn.  dba Grace Davison,"1800 Davison Road, Sulphur, LA",2016/10/28,426125.52000000002,1198,"Phillips 66 Pipeline, LLC",-93.329700000000003,30.156800000000000,2390.037404591248105
2738,Valero Refining - Meraux LLC,"2500 E. St. Bernard HWY, Meraux, LA",2015/08/25,11873778.64000000060,1584,Valero Refining – Mereaux LLC,-89.945832999999993,29.925277999999999,1968.212268622409738
2741,Hexion Inc.,"9288 Highway 75, Geismar, LA",2012/04/24,380196.21999999997,2244,"Delta Terminal Services, LLC",-91.018966669999998,30.197041670000001,882.193066624113612
2742,Hexion Inc.,"9288 Highway 75, Geismar, LA",2017/02/21,380196.21999999997,2244,"Delta Terminal Services, LLC",-91.018966669999998,30.197041670000001,882.193066624113612
2743,Hexion Inc.,"9288 Highway 75, Geismar, LA",2012/04/24,100445.77000000000,2244,"Delta Terminal Services, LLC",-91.018966669999998,30.197041670000001,882.193066624113612
2744,Hexion Inc.,"9288 Highway 75, Geismar, LA",2016/12/20,100445.77000000000,2244,"Delta Terminal Services, LLC",-91.018966669999998,30.197041670000001,882.193066624113612
2745,BASF Corporation,"8404 River Road, Geismar, LA",2012/04/24,610956.82999999996,1498,IMTT Geismar,-91.013888890000004,30.186666670000001,706.889183565247663
2746,BASF Corporation,"8404 River Road, Geismar, LA",2017/02/21,610956.82999999996,1498,IMTT Geismar,-91.013888890000004,30.186666670000001,706.889183565247663
2747,BASF Corporation,"8404 River Road, Geismar, LA",2012/04/24,672816.13000000000,1498,IMTT Geismar,-91.013888890000004,30.186666670000001,706.889183565247663
2748,BASF Corporation,"8404 River Road, Geismar, LA",2017/02/21,672816.13000000000,1498,IMTT Geismar,-91.013888890000004,30.186666670000001,706.889183565247663
2749,BASF Corporation,"8404 River Road, Geismar, LA",2012/04/24,385333.45000000001,1498,IMTT Geismar,-91.013888890000004,30.186666670000001,706.889183565247663
2750,BASF Corporation,"8404 River Road, Geismar, LA",2017/02/21,385333.45000000001,1498,IMTT Geismar,-91.013888890000004,30.186666670000001,706.889183565247663
2751,BASF Corporation,"8404 River Road, Geismar, LA",2012/04/24,757927.89000000001,1498,IMTT Geismar,-91.013888890000004,30.186666670000001,706.889183565247663
2752,BASF Corporation,"8404 River Road, Geismar, LA",2017/02/21,757927.89000000001,1498,IMTT Geismar,-91.013888890000004,30.186666670000001,706.889183565247663
2753,BASF Corporation,"8404 River Road, Geismar, LA",2012/04/24,757730.38000000000,1498,IMTT Geismar,-91.013888890000004,30.186666670000001,706.889183565247663
2754,BASF Corporation,"8404 River Road, Geismar, LA",2017/02/21,757730.38000000000,1498,IMTT Geismar,-91.013888890000004,30.186666670000001,706.889183565247663
2755,BASF Corporation,"8404 River Road, Geismar, LA",2012/04/24,778911.43000000005,1498,IMTT Geismar,-91.013888890000004,30.186666670000001,706.889183565247663
2756,BASF Corporation,"8404 River Road, Geismar, LA",2017/02/21,778911.43000000005,1498,IMTT Geismar,-91.013888890000004,30.186666670000001,706.889183565247663
2757,BASF Corporation,"8404 River Road, Geismar, LA",2012/04/24,454380.10999999999,1498,IMTT Geismar,-91.013888890000004,30.186666670000001,706.889183565247663
2758,BASF Corporation,"8404 River Road, Geismar, LA",2017/02/21,454380.10999999999,1498,IMTT Geismar,-91.013888890000004,30.186666670000001,706.889183565247663
2759,BASF Corporation,"8404 River Road, Geismar, LA",2012/04/24,764725.79000000004,1498,IMTT Geismar,-91.013888890000004,30.186666670000001,706.889183565247663
2760,BASF Corporation,"8404 River Road, Geismar, LA",2017/02/21,764725.79000000004,1498,IMTT Geismar,-91.013888890000004,30.186666670000001,706.889183565247663
2761,BASF Corporation,"8404 River Road, Geismar, LA",2012/04/24,668595.73999999999,1498,IMTT Geismar,-91.013888890000004,30.186666670000001,706.889183565247663
2762,BASF Corporation,"8404 River Road, Geismar, LA",2017/02/21,668595.73999999999,1498,IMTT Geismar,-91.013888890000004,30.186666670000001,706.889183565247663
2763,BASF Corporation,"8404 River Road, Geismar, LA",2012/04/24,213346.76999999999,1498,IMTT Geismar,-91.013888890000004,30.186666670000001,706.889183565247663
2764,BASF Corporation,"8404 River Road, Geismar, LA",2017/02/21,213346.76999999999,1498,IMTT Geismar,-91.013888890000004,30.186666670000001,706.889183565247663
2765,BASF Corporation,"8404 River Road, Geismar, LA",2012/04/24,753426.26000000001,1498,IMTT Geismar,-91.013888890000004,30.186666670000001,706.889183565247663
2766,BASF Corporation,"8404 River Road, Geismar, LA",2017/02/21,753426.26000000001,1498,IMTT Geismar,-91.013888890000004,30.186666670000001,706.889183565247663
2767,"Bercen, Inc. a division of Cranston Printworks Co.","30140 Eden Church Road, Denham Springs, LA",2012/04/24,105940.35000000001,1883,Livingston Parish Library,-90.927458599999994,30.483900500000001,1256.386252913436010
2769,"Gramercy Holdings I, LLC","1111 Airline Hwy 61, Gramercy, LA",2013/12/10,1838851.45999999996,2442,St. James Parish Council,-90.668444440000002,30.070319439999999,1731.276610184489755
2774,"Shintech Louisiana, LLC","9750 LA Highway 1 South, Addis, LA",2012/04/24,79898.81000000000,608,The Dow Chemical Co.,-91.248768999999996,30.331040000000002,2317.351499082209102
2775,"Shintech Louisiana, LLC","9750 LA Highway 1 South, Addis, LA",2017/06/28,79898.81000000000,608,The Dow Chemical Co.,-91.248768999999996,30.331040000000002,2317.351499082209102
2776,Pellerin Milnor Corporation,"700 Jackson Street, Kenner, LA",2012/04/24,114759.88000000000,1385,"Kel-Kat Land, LLC",-90.244799999999998,29.971000000000000,2965.307375211740236
2777,Pellerin Milnor Corporation,"700 Jackson Street, Kenner, LA",2017/02/21,114759.88000000000,1385,"Kel-Kat Land, LLC",-90.244799999999998,29.971000000000000,2965.307375211740236
2780,BASF Corporation,"8404 River Road, Geismar, LA",2012/04/24,459795.90000000002,1498,IMTT Geismar,-91.013888890000004,30.186666670000001,706.889183565247663
2781,BASF Corporation,"8404 River Road, Geismar, LA",2017/02/21,459795.90000000002,1498,IMTT Geismar,-91.013888890000004,30.186666670000001,706.889183565247663
2782,"Advance Products & Systems, Inc.","207 Easy Street, Scott, LA",2012/12/11,19579.67000000000,363,"Ambenter, LLC",-92.064678000000001,30.226011000000000,2905.870843745233287
2783,"Advance Products & Systems, Inc.","207 Easy Street, Scott, LA",2017/04/26,19579.67000000000,363,"Ambenter, LLC",-92.064678000000001,30.226011000000000,2905.870843745233287
2789,"Baroid Drilling Fluids, A division of Halliburton Energy Services, Inc.","3500 Bayou D'Inde Road, Sulphur, LA",2012/04/24,106758.61000000000,1542,Scott Moffett,-93.317899999999995,30.221399999999999,3429.461747038635167
2790,"Baroid Drilling Fluids, A division of Halliburton Energy Services, Inc.","3500 Bayou D'Inde Road, Sulphur, LA",2017/04/26,106758.61000000000,1542,Scott Moffett,-93.317899999999995,30.221399999999999,3429.461747038635167
2791,Halliburton Energy Services Inc.,"1731 Highway 24, Larose, LA",2012/04/24,19391.40000000000,1234,South Lafourche Levee District,-90.381600000000006,29.571058330000000,4538.307185658200069
2792,Halliburton Energy Services Inc.,"1731 Highway 24, Larose, LA",2017/04/26,19391.40000000000,1234,South Lafourche Levee District,-90.381600000000006,29.571058330000000,4538.307185658200069
2794,"Rain CII Carbon, LLC","801 Prospect Avenue, Norco, LA",2012/04/24,358334.41999999998,1387,Valero St. Charles Refinery,-90.392972220000004,30.000208330000000,648.966638913448378
2795,"Rain CII Carbon, LLC","801 Prospect Avenue, Norco, LA",2016/10/28,358334.41999999998,1387,Valero St. Charles Refinery,-90.392972220000004,30.000208330000000,648.966638913448378
2802,"Rain CII Carbon, LLC","1920 PakTank Road, Sulphur, LA",2012/04/24,211477.92999999999,904,"Phillips 66 Pipeline, L.L.C.",-93.335437999999996,30.150431000000001,863.895210647483509
2803,"Rain CII Carbon, LLC","1920 PakTank Road, Sulphur, LA",2016/10/28,211477.92999999999,904,"Phillips 66 Pipeline, L.L.C.",-93.335437999999996,30.150431000000001,863.895210647483509
